ID,Name,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance
0x194d2,Fabis,51,123388.83,10405.4025,1,4,3,2,"Student Loan, and Personal Loan",15,9,5.24,0,Good,869.62,38.5101703,33 Years and 4 Months,No,114.3056508,146.3759747,High_spent_Medium_value_payments,1029.858625
0x194de,Jonathan Cablei,25,9955.465,887.6220833,9,10,28,2,"Payday Loan, and Personal Loan",55,5,9.65,9,_,2520.04,37.6169028,19 Years and 10 Months,Yes,15.46879059,12.86212285,High_spent_Medium_value_payments,310.4312949
0x194ea,asil Katzh,21,25444.95_,2342.4125,8,6,10,2,"Student Loan, and Debt Consolidation Loan",19,19,11.22,12,Standard,249.67,26.62111928,16 Years and 6 Months,Yes,16454,25.76659013,High_spent_Medium_value_payments,427.692965
0x194f6,Julienb,30,67271.24_,5325.936667,6,6,28,7,"Debt Consolidation Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Debt Consolidation Loan",16,22,_,14,Bad,1559.06,32.11592467,12 Years and 5 Months,Yes,272.4460255,180.2851272,Low_spent_Small_value_payments,369.862514
0x19502,Oleg Vukmanovicg,27,16720.2,1471.35,8,7,32,9,"Not Specified, Payday Loan, Credit-Builder Loan, Student Loan, Payday Loan, Credit-Builder Loan, Payday Loan, Not Specified, and Not Specified",19,24,22.62,10,_,4000.4,25.48583542,7 Years and 10 Months,Yes,98.65032677,29.66207459,High_spent_Small_value_payments,278.8225986
0x19532,Katya Wachtelz,36,146399.88,12416.99,1,5,10,1,Auto Loan,6,1,7.61,2,_,1246.47,32.24772375,31 Years and 5 Months,No,69.43273318,401.9617174,High_spent_Small_value_payments,1030.304549
0x1953e,Miaq,22,21787.63,1867.635833,0,3,5,3,"Auto Loan, Personal Loan, and Not Specified",2,3,4.6,3,Good,998.07,25.54756361,29 Years and 11 Months,No,36.90148131,,Low_spent_Large_value_payments,357.0823909
0x1954a,Camposb,43,81506.32,,7,4,7,-100,"Not Specified, and Mortgage Loan",9,16,11.02,9,Standard,933.67,30.22711215,10 Years and 0 Months,Yes,54858,90.04617735,High_spent_Large_value_payments,758.6669063
0x19556,Jim Finkleu,51,28169.69,2171.474167,7,3,15,0,,14,13,9.95,8,Standard,330.54,23.85443919,29 Years and 5 Months,No,0,82.44074466,Low_spent_Medium_value_payments,414.706672
0x19562,Yaoh,36,16770.91,,7,7,30,6,"Personal Loan, Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, and Payday Loan",18,8,10.44,9,Standard,2576.18,33.70912196,NA,Yes,42.36115239,80.62027274,Low_spent_Small_value_payments,328.7761582
0x1956e,Toyerg,39,23727.45,2145.2875,7,4,6,0,,10,16,2.35,0,Standard,943.06,30.75212825,28 Years and 0 Months,No,0,92.33193746,Low_spent_Small_value_payments,412.1968125
0x1957a,Protardf,51,19519.66,1400.638333,3,3,16,3,"Home Equity Loan, Not Specified, and Not Specified",27,17,5.84,1,Standard,529.09,24.2428935,32 Years and 4 Months,Yes,45.55741615,124.9695741,Low_spent_Large_value_payments,239.5368431
0x19592,Rudegeairu,45,88203.74,7415.311667,4,4,12,0,,5,0,10.76,6,Good,1125.35,24.9354204,22 Years and 4 Months,No,0,530.3227218,Low_spent_Small_value_payments,501.2084449
0x1959e,Chatterjeen,28_,75992.7,6407.725,3,7,7,1,Debt Consolidation Loan,8,2,6.31,4,Good,187.01,36.30128649,31 Years and 5 Months,NM,54.03972289,504.3608526,Low_spent_Medium_value_payments,362.3719245
0x195aa,Nelsony,19,86015.16,6997.93,4,5,3,3,"Mortgage Loan, Home Equity Loan, and Debt Consolidation Loan",8,4,7.35,,Good,1283.47,32.52310124,28 Years and 3 Months,No,119.129004,420.0295752,Low_spent_Small_value_payments,450.6344207
0x195b6,Sruthig,20,86093.4,6885.45,5,3,8,2,"Mortgage Loan, and Home Equity Loan",15,2_,11.79,1,Good,1386.36,41.50710824,16 Years and 6 Months,No,120.239341,312.468606,Low_spent_Small_value_payments,545.837053
0x195c2,Carrollb,56,60919.84,5373.653333,0,6,7,3,"Debt Consolidation Loan, Auto Loan, and Home Equity Loan",10,0,14.88,1,Good,1338.17,32.43621477,20 Years and 3 Months,NM,145.8384924,204.142665,Low_spent_Large_value_payments,457.3841759
0x195ce,Kelvin Sohz,28,19852.32_,,7,8,29,6,"Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, Auto Loan, Personal Loan, and Personal Loan",36,17,1.98,8,Bad,2625.27,29.81998687,16 Years and 5 Months,Yes,52.93074343,102.7650806,Low_spent_Medium_value_payments,265.640176
0x195e6,Sven Egenterd,17,19297.28,1489.106667,5,5,19,6,"Personal Loan, Mortgage Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",3,9_,_,8,Standard,2286.82,25.1767071,10 Years and 6 Months,Yes,51.90941949,53.93211879,!@9#%8,333.0691284
0x195f2,Liana B.u,43,53467.47,4461.6225,9,9,17,7,"Not Specified, Not Specified, Home Equity Loan, Student Loan, Not Specified, Auto Loan, and Auto Loan",58,18,7.8,9,Bad,1518.47,39.32510753,18 Years and 0 Months,Yes,281.5875213,114.7298034,High_spent_Large_value_payments,289.8449253
0x1960b,Clara Ferreira-Marquesp,23,36243.05,3235.254167,4,5,14,3,"Home Equity Loan, Home Equity Loan, and Not Specified",20,15,8.2,5,Standard,1009.33,38.29956097,19 Years and 0 Months,Yes,73.89110879,106.4012417,!@9#%8,423.2330662
0x19622,Jonathan Gouldo,33,123523.6,10168.63333,1,2,3,4,"Payday Loan, Credit-Builder Loan, Payday Loan, and Mortgage Loan",3,11,8.09,7,Good,493.08,31.91720246,24 Years and 10 Months,No,342.305517,__10000__,High_spent_Large_value_payments,802.5013592
0x1962e,Seng Liv,27,36996.83,3152.069167,6,5,6,2,"Debt Consolidation Loan, and Home Equity Loan",20,8,9.54,4,Good,808.52,29.62688165,32 Years and 0 Months,No,31.79565825,,High_spent_Medium_value_payments,481.9094433
0x1963a,Luke Bakert,28,16860.705,,5,3,1,1,Debt Consolidation Loan,15,6,2.78,6,Good,1476.91,29.51164142,33 Years and 6 Months,NM,12.60852256,115.0227247,Low_spent_Small_value_payments,280.1746277
0x19646,James Reganj,26,338272,1225.781553,6,7,19,0,,15,9,2.95,6,Standard,891.74,33.02593728,17 Years and 10 Months,No,123.4409472,123.8466861,Low_spent_Medium_value_payments,291.0755639
0x19652,ewichw,3089,76324.68,6155.39,6,5,34,6,"Personal Loan, Personal Loan, Personal Loan, Personal Loan, Payday Loan, and Auto Loan",33,23,2.24,10,Bad,2308.33,28.91110326,10 Years and 7 Months,Yes,280.4029271,150.1587209,High_spent_Large_value_payments,424.977352
0x1965e,Blenkinsopu,44,49657.92,4193.16,8,5,27,5,"Home Equity Loan, Credit-Builder Loan, Personal Loan, Home Equity Loan, and Debt Consolidation Loan",31,20,24.59,12,Bad,3469.9,38.92751973,2 Years and 9 Months,NM,187.0251314,318.5850789,Low_spent_Small_value_payments,203.7057897
0x1966a,Ashleyn,42,60364.08,,7,6,24,7,"Student Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, Payday Loan, Personal Loan, and Auto Loan",16,10,19.47,8,Standard,1855.46,38.55496868,8 Years and 11 Months,Yes,179.0292829,85.99105057,High_spent_Large_value_payments,479.5136666
0x19682,Nicholas Vinocurr,55,32933.44,2574.453333,5,3,9,4,"Mortgage Loan, Personal Loan, Mortgage Loan, and Home Equity Loan",4,10,4.96,3,Good,1272.85,32.28963202,29 Years and 1 Months,No,95.11680221,66.50973008,Low_spent_Large_value_payments,365.8188011
0x1968e,Tiagor,25,15476.64,1174.72,0,4,1,3,"Mortgage Loan, Debt Consolidation Loan, and Mortgage Loan",10,10,11.57,1,_,1285.01,27.02289246,24 Years and 1 Months,No,35.68135813,__10000__,High_spent_Large_value_payments,312.8157182
0x1969a,Annika Breidthardts,46,68636.44,5542.483245,7,3,4868,4,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, and Payday Loan",29,11,15.15,8,Standard,288.22,38.53990908,24 Years and 7 Months,Yes,568.4510202,106.7515898,High_spent_Medium_value_payments,513.187812
0x196b2,Meganb,22,51411.1,4178.258333,2,37,12,3,"Not Specified, Credit-Builder Loan, and Home Equity Loan",29,358,7.7,4,_,404.88,33.74602266,19 Years and 4 Months,Yes,113.6719262,106.6046547,High_spent_Large_value_payments,437.5492524
0x196d6,Dominic Lauk,44,53084.07,4525.6725,10,9,23,8,"Home Equity Loan, Not Specified, Mortgage Loan, Credit-Builder Loan, Auto Loan, Student Loan, Auto Loan, and Payday Loan",26,25,15.3,9,Bad,2904.16,25.90382382,2 Years and 9 Months,Yes,228.6871329,__10000__,High_spent_Small_value_payments,244.7127124
0x196e2,Stevea,16,70391.92,5326.1424,10,8,18,9,"Auto Loan, Debt Consolidation Loan, Mortgage Loan, Home Equity Loan, Student Loan, Not Specified, Home Equity Loan, Personal Loan, and Home Equity Loan",19,21,27.35,9,_,3363.51,28.69890569,14 Years and 3 Months,Yes,735.7145281,325.6737879,High_spent_Small_value_payments,222.7619508
0x196ee,Ishchenkox,38,14792.57,1181.714167,10,7,20,8,"Student Loan, Auto Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, Payday Loan, Payday Loan, and Home Equity Loan",54,21,25.8,13,_,4955.69,28.91012162,9 Years and 9 Months,Yes,54.28779797,28.31081186,Low_spent_Large_value_payments,305.5728068
0x196fa,Deyr,33,66679.56,5522.63,4,3,18,2,"Debt Consolidation Loan, and Auto Loan",17,10,9.75,2,Standard,467.64,37.68294297,20 Years and 4 Months,Yes,74.06248334,535.2943922,Low_spent_Medium_value_payments,222.9061245
0x19706,Klaymanx,38,126780.48,10443.04,7,4,19,0,,11,18,6.22,3,_,421.38,41.32506451,26 Years and 4 Months,NM,0,,High_spent_Large_value_payments,1049.639567
0x1972a,Aman Shahx,27,56687.56,4514.963333,6,5,7,6,"Home Equity Loan, Not Specified, Home Equity Loan, Student Loan, Debt Consolidation Loan, and Mortgage Loan",13,15,19.08,8,Standard,239.33,26.56687338,12 Years and 6 Months,Yes,212.9875888,129.8608732,High_spent_Small_value_payments,368.6478714
0x1974e,LaCapraa,27,107808,9138,0,7,1,3,"Student Loan, Mortgage Loan, and Not Specified",8,4,1.05,7,_,985.31,35.70236584,24 Years and 6 Months,No,208.8105854,363.3050239,High_spent_Medium_value_payments,591.6843907
0x19766,Mutikaniu,19,15678.385_,1447.532083,5,4,3,3,"Credit-Builder Loan, Student Loan, and Personal Loan",9,6_,6.54,4,Good,1181.75,25.81041653,18 Years and 4 Months,No,29.70265363,57.6916321,Low_spent_Small_value_payments,347.3589226
0x19772,Rafaeln,34_,35733.38,2807.781667,8,7,20,6,"Mortgage Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",32,20,28.75,8,Bad,2704.05,33.27226383,3 Years and 6 Months,Yes,163.7890186,210.5655537,Low_spent_Large_value_payments,176.4235944
0x1977e,Thomas Ferraroy,17,18425.6,1690.466667,3,3,32,5,"Not Specified, Mortgage Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",15,14,_,8,_,1773.7,41.20600464,11 Years and 6 Months,Yes,67.23257019,65.17406009,High_spent_Medium_value_payments,286.6400364
0x1978a,Wakako Satod,31_,77001.36_,6561.78,7,4,34,5,"Debt Consolidation Loan, Credit-Builder Loan, Mortgage Loan, Not Specified, and Mortgage Loan",9,15,16.8,11,Standard,2456.49,35.21984154,20 Years and 3 Months,Yes,210.5768286,249.29982,Low_spent_Medium_value_payments,476.3013514
0x19796,Ashley Lauc,40,46485.27,3874.7725,9,6,29,7,"Payday Loan, Home Equity Loan, Student Loan, Not Specified, Payday Loan, Auto Loan, and Personal Loan",26,24,1.69,15,Bad,3371.08,34.92391177,10 Years and 9 Months,Yes,223.0220067,127.7731979,High_spent_Medium_value_payments,286.6820454
0x197a2,Soyoung Kimo,37,37963.16,,8,7,16,9,"Home Equity Loan, Home Equity Loan, Student Loan, Payday Loan, Not Specified, Student Loan, Mortgage Loan, Student Loan, and Not Specified",27,22,5.58,9,Bad,3739.9,32.0226997,12 Years and 7 Months,Yes,192.0858416,260.6975547,Low_spent_Small_value_payments,180.3762704
0x197ba,Zeidlerv,48,31318.22,2508.851667,7,4,14,3,"Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",19,11,9.16,2,Standard,1121.05,33.14464981,15 Years and 10 Months,No,65.49831071,333.7682509,Low_spent_Small_value_payments,141.6186051
0x197c7,Berkowitzg,21,18228.67,1734.055833,5,5,19,4,"Payday Loan, Home Equity Loan, Debt Consolidation Loan, and Personal Loan",26,20,14.26,7,Standard,2471.1,23.18602257,14 Years and 8 Months,Yes,40.46085111,52.0669112,High_spent_Medium_value_payments,330.877821
0x197d2,Philipd,25,26838.73,2020.560833,8,5,15,2,"Payday Loan, and Student Loan",29,19,13.95,6,Standard,646.98_,25.58559479,9 Years and 10 Months,Yes,29.13133496,133.0993154,Low_spent_Small_value_payments,329.825433
0x197de,Krishna Na,46,50545.74,4346.145,8,3,2,4,"Auto Loan, Not Specified, Not Specified, and Mortgage Loan",29,8,10.2,7,Good,250.99,32.548683,22 Years and 0 Months,No,132.5935743,62.60211682,High_spent_Medium_value_payments,489.4188089
0x197ea,Katya Wachtelj,24,66693.51_,5572.7925,8,5,8,-100,"Payday Loan, Not Specified, Debt Consolidation Loan, and Mortgage Loan",20,14,1.88,3,Good,278.35,28.0522963,27 Years and 0 Months,No,132.6492358,221.4377855,High_spent_Medium_value_payments,453.1922287
0x197f7,Karens,25,20395.54,,3,3,20,2_,"Mortgage Loan, and Home Equity Loan",7,10,8.01,4,Standard,451.16,22.47892063,24 Years and 7 Months,No,19.49129048,210.439246,Low_spent_Small_value_payments,251.0322968
0x19803,Hirschlera,39,19480.04,1365.336667,3,4,23,6,"Auto Loan, Not Specified, Debt Consolidation Loan, Mortgage Loan, Mortgage Loan, and Mortgage Loan",8,13,10.09,9,Standard,2552.49,24.70752568,7 Years and 0 Months,Yes,96.29274735,49.54544956,Low_spent_Small_value_payments,280.6954698
0x1980e,Thomast,21,111188.04,,8,5,6,4,"Auto Loan, Personal Loan, Personal Loan, and Student Loan",19,,8.99,9,_,440.78,37.76189479,17 Years and 9 Months,Yes,245.4645382,295.8776896,High_spent_Small_value_payments,650.5247723
0x19826,Charmianv,38,105740.97,8706.7475,3,6,5,3,"Auto Loan, Home Equity Loan, and Personal Loan",14,,3.12,1,Good,303.68,28.39161192,22 Years and 11 Months,No,145.5849938,233.816241,High_spent_Medium_value_payments,741.2735153
0x19832,MacInnisg,29,172952.32,14547.69333,5,4,8,1,Student Loan,11,8,14.5,8,Good,330.47,39.75062388,NA,No,88.74554331,237.2499882,High_spent_Large_value_payments,1368.773802
0x1983e,Lawrence Whitez,36,31941.88,2526.823333,5,6,16,0,,11,13,4.9,6,Standard,1048.97,38.15522009,20 Years and 9 Months,No,0,54.87814537,High_spent_Small_value_payments,457.804188
0x1984a,Susanq,14,9654.115,620.5095833,6,7,18,3,"Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",57,15_,10.3,14,Standard,2081.23,32.40248891,9 Years and 5 Months,NM,20.32773356,0,High_spent_Medium_value_payments,282.7319484
0x19862,Kentaro Sugiyamaj,42,16955.24,1634.523387,7,5,19,-100,"Not Specified, and Debt Consolidation Loan",11,20,19.2,4,Standard,714.71,39.74956498,18 Years and 1 Months,Yes,84.64285175,93.31405378,High_spent_Small_value_payments,310.8500413
0x1986e,Hoyto,37,108268.23,9171.3525,4,1,1,1,Mortgage Loan,4,6,11.64,1,_,192.94,39.03450364,16 Years and 7 Months,No,56.62071282,727.2276633,Low_spent_Large_value_payments,403.2868738
0x1987a,Lisan,40,16041.33,1281.7775,9,6,24,9,"Auto Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, and Credit-Builder Loan",49,20,27.32,11,Bad,2509.58,29.33924868,6 Years and 7 Months,Yes,76.80901872,79.48352163,Low_spent_Small_value_payments,261.8852096
0x19892,Harryw,33,15186.175,1527.514583,4,3,6,1,Student Loan,21,13,9.22,0,_,9.7,33.42765544,NA,No,10.91506983,42.3857911,Low_spent_Large_value_payments,369.4505974
0x1989e,Arnoldw,56,26918.64,2494.22,7,4,5682,1,Not Specified,9,16,9.24,3,Standard,226.5,28.18086721,28 Years and 4 Months,Yes,11.85483779,59.98121358,High_spent_Large_value_payments,417.5859486
0x198aa,Ronald Groverg,30,120629.04,9970.42,2,5,12,2,"Debt Consolidation Loan, and Debt Consolidation Loan",6,12_,7.53,6,Good,413.86,41.15348426,21 Years and 11 Months,No,183.8052497,394.0415869,High_spent_Small_value_payments,679.1951635
0x198b6,Ilaina Jonash,32,170008.72,14178.39333,3,6,7,0_,,6,12,4.78,3,Good,881.44,37.65619282,29 Years and 4 Months,No,0,350.5742259,High_spent_Large_value_payments,1307.265107
0x198ce,Neil Chatterjeen,36,57353.16_,4738.43,3,7,20,3,"Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",6,20,10.45,0,_,1095.32,28.11182192,21 Years and 3 Months,No,125.0086855,571.2907256,Low_spent_Small_value_payments,67.54358892
0x198f2,ill Rigbyn,22,14938.01,985.8341667,7,5,17,8,"Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",49,19,11.45,13,Bad,3446.44,36.01642375,14 Years and 6 Months,Yes,89.33792943,57.9435647,Low_spent_Medium_value_payments,231.3019225
0x198fe,Swatik,19,54670.95,4798.9125,7,6,24,5,"Mortgage Loan, Payday Loan, Not Specified, Home Equity Loan, and Student Loan",41,16,4.43,8,Bad,2635.58,39.92372017,18 Years and 11 Months,Yes,172.1712214,112.6655532,High_spent_Medium_value_payments,445.0544754
0x1990a,Rebekahi,20,67092.51,5767.0425,4,4,17,-100,Payday Loan,8,11,5.43,2231,Standard,846.08,41.20315982,30 Years and 0 Months,No,53.47969947,132.0452403,High_spent_Large_value_payments,631.1793102
0x19916,Strupczewskii,26_,15549.06,1589.755,6,6,17,2,"Student Loan, and Personal Loan",48,16,18.2,9,Bad,2063.91,26.51739939,17 Years and 6 Months,Yes,20.16589015,114.3586698,Low_spent_Small_value_payments,314.45094
0x1993a,Jessica Wohls,32,44942.23,3926.185833,1,4,7,1,Personal Loan,14,12,-3.03,4,Good,1058.03,26.60541788,28 Years and 11 Months,No,26.7784089,59.30534818,High_spent_Medium_value_payments,556.5348263
0x19946,Bhattacharjeeq,50,83923.24,6723.603333,4,4,9,3,"Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan",9,,2.54,3,_,1236.73,26.05861298,23 Years and 5 Months,No,139.3403924,173.8056432,High_spent_Small_value_payments,619.2142977
0x19952,Albertt,41,16827.15,1608.2625,7,10,23,9,"Payday Loan, Home Equity Loan, Personal Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Not Specified, Credit-Builder Loan, and Not Specified",21,22,23.99,15,Bad,2761.57,36.84181969,5 Years and 11 Months,Yes,124.4945459,126.6758095,Low_spent_Small_value_payments,199.6558946
0x1995e,Saleemj,20,42321.5,3345.791667,4,4,9,0,,6,5,8.43,6,Good,688.61,32.36945338,30 Years and 3 Months,No,0,135.2306696,High_spent_Small_value_payments,459.3484971
0x19976,MacLellank,22,58184.67,4579.611397,6,5,9,3,"Student Loan, Mortgage Loan, and Student Loan",27,12,7.36,4,Standard,309.14,24.42135294,24 Years and 3 Months,Yes,320.1696417,182.2585462,Low_spent_Small_value_payments,452.4551652
0x19982,Steven Scheerl,32,20101.36,1520.113333,10,8,21,8,"Home Equity Loan, Not Specified, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Auto Loan, and Auto Loan",17,22,12.94,12,Bad,1576.38,26.14017205,17 Years and 7 Months,Yes,67.91218183,200.6190188,Low_spent_Small_value_payments,173.4801327
0x199ca,Xiaoyi Shaon,44,30710.59,,0,7,8,1_,Not Specified,13,10,0.76,1,Good,1211.61,29.17719404,19 Years and 4 Months,No,325.0667592,83.30001214,Low_spent_Large_value_payments,445.1225692
0x199d6,Lovem,19,57921.74,4772.811667,4,3,11,3,"Home Equity Loan, Debt Consolidation Loan, and Auto Loan",4,5,0.99,3,Good,978.88,27.82719182,28 Years and 10 Months,No,94.3673126,412.6529177,Low_spent_Medium_value_payments,250.2609364
0x199e2,Raymondt,20,99161.82,8055.485,3,6,8,0,,3,12,1.83,3,Good,1159.42,38.58457586,26 Years and 11 Months,No,75721,127.6539629,High_spent_Large_value_payments,917.8945371
0x199ee,John Stonestreetv,23,15298.94,1078.911667,5,7,5,3,"Personal Loan, Home Equity Loan, and Auto Loan",19,16,9.43,5,Standard,350.9,29.52669851,18 Years and 6 Months,Yes,35.32320795,29.40052489,High_spent_Medium_value_payments,293.1674338
0x199fa,Jan Strupczewskil,41,35198.01,2864.1675,3,7,9,2,"Mortgage Loan, and Mortgage Loan",9,11,3.28,3,Good,863.31,31.1700336,33 Years and 1 Months,No,43.60682177,245.527576,Low_spent_Medium_value_payments,277.2823522
0x19a12,Axel Buggeu,37,12761.21,1026.434167,5,4,13,4,"Not Specified, Personal Loan, Not Specified, and Debt Consolidation Loan",20,11,3,5,_,662.86,34.81605051,16 Years and 1 Months,No,33.81955603,,Low_spent_Small_value_payments,288.4615704
0x19a1e,Luke Pachymuthuw,32,85084.8,6997.4,4,3,12,1,Auto Loan,10,6,16.49,1,_,100.42,37.75940329,21 Years and 5 Months,Yes,69.2017297,273.0850729,Low_spent_Medium_value_payments,637.4531974
0x19a2a,Holtonu,46,55120.88,4465.406667,5,7,5,4,"Personal Loan, Debt Consolidation Loan, Payday Loan, and Not Specified",20,21,1.82,11,_,1045.89,39.53384601,17 Years and 0 Months,Yes,103.2811313,100.0974651,High_spent_Large_value_payments,483.1620703
0x19a37,Longstrethl,41,43016.7,3853.725,7,7,27,6,"Payday Loan, Personal Loan, Personal Loan, Not Specified, Student Loan, and Home Equity Loan",60,2570,18.66,10,Standard,2136.77,35.88042138,12 Years and 2 Months,Yes,131.2489537,166.7349343,High_spent_Small_value_payments,347.388612
0x19a42,Chang-Rane,30,14269.42,1349.118333,10,6,28,5,"Auto Loan, Personal Loan, Personal Loan, Home Equity Loan, and Personal Loan",62,23,19.36,,Bad,3223.66_,31.0566638,3 Years and 1 Months,NM,33.94741833,43.18333441,High_spent_Medium_value_payments,307.7810806
0x19a5b,Anjuli Daviest,39,19323.4,1749.283333,10,5,18,8,"Debt Consolidation Loan, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Payday Loan, Not Specified, Home Equity Loan, and Auto Loan",48,15,23.02,11,_,3033.25,31.83008446,9 Years and 1 Months,Yes,99.10134678,14.36869554,High_spent_Large_value_payments,301.458291
0x19a66,Joan Grallaj,46,40807.77,3399.6475,3,2,5,-100,"Home Equity Loan, Payday Loan, and Debt Consolidation Loan",3,8,8.72,3,Good,1133.1,31.04122652,15 Years and 10 Months,NM,75.80151284,30.37355955,High_spent_Large_value_payments,473.7896776
0x19a72,Emma Farged,45,36338.78,2908.231667,8,8,30,5,"Auto Loan, Payday Loan, Credit-Builder Loan, Auto Loan, and Credit-Builder Loan",40,20,3.01,14,Bad,1861.75,27.20417312,6 Years and 6 Months,Yes,25530,51.77757814,High_spent_Large_value_payments,392.3656477
0x19a8a,enk,25,16185.63,1355.8025,7,6,30,4,"Personal Loan, Home Equity Loan, Auto Loan, and Debt Consolidation Loan",61,15,7.66,11,Bad,2360.06,39.30637819,15 Years and 10 Months,Yes,65121,147.5819942,Low_spent_Small_value_payments,228.7051131
0x19ac6,Ashleyg,26,61936.88,5216.406667,4,4,7,5_,"Auto Loan, Personal Loan, Home Equity Loan, Credit-Builder Loan, and Personal Loan",18,18,10.39,9,Standard,1877.98,30.36685435,18 Years and 11 Months,Yes,223.3614604,584.0313554,Low_spent_Small_value_payments,4.247850845
0x19ad2,ra Alperp,25,33718.86,2928.905,3,3,3,4_,"Credit-Builder Loan, Student Loan, Student Loan, and Mortgage Loan",6,3,6.01,4,Good,872.26,39.88435694,28 Years and 3 Months,No,96.94493249,69.8471738,High_spent_Small_value_payments,386.0983937
0x19ade,Adegokei,25,70646.64,5825.965621,4,8,21,7_,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Credit-Builder Loan",23,8,19.35,9,Standard,1639.04,29.75413543,NA,Yes,660.8087435,496.5714045,Low_spent_Large_value_payments,35.39623137
0x19af6,Jiliant,27,51370.17,4042.8475,7,5,15,2,"Credit-Builder Loan, and Home Equity Loan",32,17,12.03,7,Standard,1769.76,35.50618841,8 Years and 10 Months,Yes,67.59260455,154.3022054,Low_spent_Large_value_payments,452.38994
0x19b02,Clare Kaneu,37,62995.92,5153.66,10,6,32,9,"Payday Loan, Mortgage Loan, Not Specified, Home Equity Loan, Not Specified, Mortgage Loan, Home Equity Loan, Credit-Builder Loan, and Payday Loan",26,,0.61,13,Bad,2271.74,37.53972916,19 Years and 5 Months,Yes,245.2158175,,Low_spent_Small_value_payments,117.7366759
0x19b1a,Jewkesx,33,57246.8_,4492.566667,9,5,32,5,"Auto Loan, Debt Consolidation Loan, Payday Loan, Home Equity Loan, and Home Equity Loan",19,18,27.34,14,_,3281.44,25.38515693,9 Years and 6 Months,Yes,227.6599628,,Low_spent_Small_value_payments,337.4842025
0x19b26,Solarinaa,42,95596.35,8024.3625,5,7,12,3,"Debt Consolidation Loan, Credit-Builder Loan, and Debt Consolidation Loan",6,0,5.16,2,Good,64.69,34.71157795,15 Years and 9 Months,NM,182.2758306,78.12516194,High_spent_Large_value_payments,782.0352574
0x19b32,LaCaprae,42,18754.65,1588.8875,4,7,12,4,"Not Specified, Auto Loan, Personal Loan, and Not Specified",1,,2.68,,_,863.48,32.77359785,22 Years and 7 Months,No,49.39074925,30.13833486,High_spent_Small_value_payments,339.3596659
0x19b4a,Nicola Leskew,32,106949.49,8988.4575,3,5,1,0,,22,9,10.04,1,Good,869.45,29.41766152,16 Years and 10 Months,No,0,,High_spent_Medium_value_payments,1011.325868
0x19b57,Carrelr,36,14528.81,1106.734167,6,4,20,2,"Mortgage Loan, and Student Loan",7,21,10.84,12,Standard,67.59,26.6204829,NA,NM,15.89556149,42.51576922,Low_spent_Small_value_payments,342.262086
0x19b62,Leigh Thomasv,49,15217.59,999.1325,5,6,17,0,,15,13,4.48,3,Standard,296.54,33.84919162,25 Years and 4 Months,No,0,64.27003203,Low_spent_Small_value_payments,325.643218
0x19b6e,Billk,29,16701.96,1599.83,7,10,19,8_,"Not Specified, Payday Loan, Student Loan, Not Specified, Student Loan, Debt Consolidation Loan, Mortgage Loan, and Personal Loan",62,20,28.28,12,_,4416.93,38.34684128,14 Years and 4 Months,Yes,56.60542957,42.65145345,High_spent_Small_value_payments,320.726117
0x19b7b,Dolano,55,113284.84,9516.403333,5,4,7,3,"Debt Consolidation Loan, Home Equity Loan, and Payday Loan",10,14,18.59,2,Standard,920.25,30.96978449,17 Years and 1 Months,Yes,257.616616,238.9639557,Low_spent_Large_value_payments,725.0597616
